Label;Repo;Text
Semantic web;https://github.com/lukostaz/prissma;prissma context aware adaptation link presentation level framework link adaptation java render engine select appropriate presentation rdf triple accord mobile prissma compatible fresnel base graph edit distance algorithm find optimal error tolerant subgraph isomorphism rdf context graph prissma optimize android platform regular java project well installation prissma java library optimize android application minimum requirement java android late prissma release add path make sure config property include path contain parameter value need search algorithm similarity threshold cost edit distance operation source check source git clone prissma depend library available maven central simmetrics ws4j provide libs local maven repository prissma mvn dfile libs simmetrics jar dgroupid simmetrics dartifactid simmetrics dversion dpackaging jar mvn dfile libs ws4j jar dgroupid ws4j dartifactid ws4j dversion dpackaging jar prissma depend xerces impl android optimize version available available copy library available libs add local maven repository mvn dfile libs xercesimpl repack jar dgroupid xerces dartifactid xercesimpl repack dversion dpackaging jar library local maven repository mvn add follow dependency pom xml inria wimmics prissma design prism prism context aware presentation metadata link visualization base fresnel prissma prism create manually prissma prism style dbpedia museum user walk paris first define prism general information add fresnel lens add fresnel style metadata finally define prissma context entity prissma save prism locally store decomposition structure explain api overview make sure config property include path contain parameter value need search algorithm similarity threshold cost edit distance operation step decompose prism step search algorithm step render resource publication costabello error tolerant rdf subgraph match adaptive presentation link 11th extend semantic web conference eswc costabello prissma towards mobile adaptive presentation web iswc doctoral consortium bonn germany licence copyright luca costabello program free software redistribute modify term gnu general public license publish free software foundation either version license option late version program distribute hope useful without warranty without even imply warranty merchantability fitness particular purpose see gnu general public license detail receive copy gnu general public license along program see contact detail prissma project contact luca
Semantic web;https://github.com/ontola/rdfdev-js;rdf dev github read collection library ease javascript rdf development open source mit license package iri read npm npm bundle lot iri uri manipulation happen work link package provide utility function action read npm npm bundle utility work link link middleware collection read npm npm bundle utility read manipulate different kind rdf collection rdf seq rdf list delta read npm npm bundle utility quickly create link rdf native way express process change state prop type read npm npm bundle react declaration rdf structure see also follow library package ontology core github npm npm bundle make work rdf breeze type rdf include quad literal resource factory create rdf access time set datafactory static context typeguards check something rdf object link lib github npm npm bundle fetch store write render link link redux github npm npm bundle tool need quickly create interactive web apps consume rdf need help link package bring production grade link solution help advice custom web service
Semantic web;https://github.com/seebi/rdf.sh;rdf multi tool script semantic web job command line content installation manually debian ubuntu brew docker installation configuration configuration usage feature usage feature overview overview namespace lookup nslookup resource description description sparql graph store protocol gsp link platform client ldp webid request webid syntax highlight highlight resource list list resource inspection debug inspection format rdf turtle turtleize prefix distribution project prefix autocompletion resource history autocompletion installation manually rdf single bash script installation trivial copy link path sudo path rdf usr local bin rdf debian ubuntu debian package release root follow command dpkg probably fail due miss dependency apt get dependency well rdf currently zsh hard dependency since zsh completion need brew base rdf provide recipe docker base rdf provide docker image command dependency require tool currently rasqal utils raptor utils raptor2 utils suggest tool without autocompletion available repository readme _rdf zsh autocompletion changelog version change log doap ttl doap description rdf rdf rdf man page rdf script screenshot png screeny rdf action config copy rdf home cache rdf resource history history process resource home cache rdf prefix cache cache fetch namespaces home config rdf prefix local locally define prefix namespaces home config rdf config rdf follow xdg base directory order allow different cache config directory usage feature overview rdf currently provide subcommands color get html color resource uri count count distinct triple delete delete exist link resource via ldp desc output description give resource give format default turtle diff diff triple rdf edit edit content exist link resource via ldp get put get fetch url rdf stdout try accept header get ntriples curl rdf transform ntriples gsp delete delete graph via sparql graph store http protocol gsp get get graph via sparql graph store http protocol gsp put delete create graph via sparql graph store http protocol head curl header accept rdf headn curl header help output manpage rdf list list resource start give uri curl namespace prefix nscollect collect prefix declaration list ttl nsdist distribute prefix declaration list ttl put replace exist link resource via ldp split split rdf piece max triple output name turtleize output rdf turtle much possible prefix declaration namespace lookup rdf allow quickly lookup namespaces well locally define prefix namespace lookup cache typically home cache rdf prefix cache order avoid unneeded traffic subcommand rdf command get qnames parameter foaf person skos concept define lookup table add line home config rdf prefix local rdf priority lookup table overwrite cache prefix lookup rdf also output prefix syntax template uncached resource description desc describe resource query statement resource subject extremly useful fastly check schema detail addition textual representation calculate color visual resource representation color command refer cold information sparql graph store protocol client sparql graph store http describe http operation purpose manage collection rdf graph rdf support follow command order manipulate graph store url give direct graph assume mean store url take graph url store url give indirect graph link platform client link describe read write link architecture base http access web resource describe state rdf rdf support edit get follow edit command follow put request link platform resource ldprs edit command editor variable start editor choice prepare turtle change content add remove triple prefix already declare via config cache prefix declaration add automatically afterwards putt server webid request order request ressources webid client certificate need setup rdf see configuration section curl allow client cert need private key certificate proper create webid pem add syntax highlight rdf support highlight output turtle proper turtle everything available pygmentize turtle throw error look like want syntax highlight reason disable set environment variable rdfsh_highlighting_suppress true export rdfsh_highlighting_suppress true start rdf resource list list get quick overview unknown rdf schema rdf provide list command output distinct list subject resource fetch uri also provide start sequence constrain output note grep_options environment apply list case ignore case skos changenote list well feature work schema document available fetch namespace uri optionally link header redirect rdf document resource inspection get count head headn fetch resource via link print stdout count statement resource inspect header resource head header request content negotiation suitable link headn normal header request send browser prefix distribution project nscollect nsdist often need create lot ttl project consist schema instance resource project split several good handle share set namespaces introduce new namespace project need add prefix line ttl project rdf subcommands handle procedure rdf nscollect collect prefix exist ttl current directory collect prefix rdf nsdist firstly remove prefix line target add prefix top format rdf turtle turtleize work rdf often require convert reformat different rdf turtleize easy get rdf turtle plus nicely format need prefix declaration add turtleize rapper try detect namespaces cache prefix cache well define prefix local turtleize current buff vim rdf turtleize autocompletion resource history rdf command line function boost usability tool new level completion feature support base command well auto completion resource resource take resource history resource history write home cache rdf resource history load completion function could way could follow commandline note substring match feature zsh completion turn zstyle completion matcher list assume least resource exist history match tramp configuration rdf import home config rdf begin execution place setup personal configuration option webid support syntax highlight suppression setup prefer accept header setup alternate ntriples fetch program any23 rover see feature background info please look
Semantic web;https://github.com/andrewdbate/Sequoia;license gpl sequoia open source owl reasoner java welcome official repository sequoia sequoia ontology reasoner support owl ontology sequoia command line protege plug via owl api feel free fork repository submit pull request discover bug please report github sequoia free open source software license gnu gpl _note compile sequoia need jdk instal compile java support time current limitation datatypes support neither nominal abox assertion support swrl rule support publication follow publication describe algorithm sequoia andrew bate boris motik bernardo cuenca grau frantisek simancik ian horrocks extend consequence base reason _principles knowledge representation reason proceed fifteenth international conference_ page aaai press main reference sequoia slide andrew bate boris motik bernardo cuenca grau frantisek simancik ian horrocks extend consequence base reason sriq technical arxiv february technical report andrew bate boris motik bernardo cuenca grau frantisek simancik ian horrocks extend consequence base reason _proceedings 28th international workshop description logics_ vol ceur workshop proceed ceur org technical report development sequoia develop andrew actively maintain sequoia need instal system sequoia reasoner comprise multiple subprojects reasoner macro contain scala macro throughout subprojects reasoner kernel contain core algorithm structure reasoner owl api contain owl api bind reasoner cli contain command line interface reasoner reasoner protege plugin contain protege plugin compile subprojects test single command first clone repository root directory type sbt test test take several minute complete command line client root directory type sbt launch sbt repl type project cli hit enter follow universal packagebin hit enter protege plugin root directory type sbt launch sbt repl type project protegeplugin hit enter follow osgibundle hit enter acknowledgement previous version sequoia develop knowledge representation reason department computer university
Semantic web;https://github.com/RDFLib/rdflib;doc _static rdflib png rdflib coverall github rdflib pure package work rdflib contain thing need work rdf include parser serializers rdf xml ntriples quad turtle trix trig json graph interface back number store store memory persistent disk berkeley remote sparql endpoint sparql support sparql query update statement sparql function extension mechanism rdflib family package rdflib community maintain many rdf relate repository different purpose rdflib core simple wrapper around sparql service remotely execute query owl ontology documentation tool templating base lode please see list package repository version release alpha current master branch current release support many improvement see support mostly backwards compatible see release overview documentation see documentation note late stable documentation version match release installation stable release rdflib may instal package management tool pip pip rdflib alternatively manually package package index pypi current version rdflib see changelog new release installation current master branch developer pip also rdflib git repository follow option pip pip locally clone repository follow option setup pip get start rdflib aim pythonic rdf api rdflib main object graph collection rdf subject predicate object triple create graph load rdf dbpedia print component triple uris resource literal value uris group together namespace common namespaces include rdflib like rdfs rdfs namespace xsd xml schema datatypes namespace value return object triple pattern give arbitrary multiple exist like add triple graph triple triple notation create property foaf givenname uri xsd string uri bind namespaces prefix shorten uris rdf xml turtle trig trix json serialization allow triple triple serialise like new namespaces also define see also feature library contain parser serializers rdf xml ntriples quad turtle trix json rdfa microdata library present graph interface back number store core rdflib package include store memory storage persistent storage top berkeley sparql include support sparql query update statement rdflib open source maintain rdflib release current previous list multiple project contain within rdflib family see test test host test suite pytest test coverage host coverage report test suite generate html coverage report pytest pytest cov test docker container test suite inside docker container cross platform support resolve issue instal berkeleydb window avoid host port issue macos tip underlie dockerfile test runner change make test docker container coverage report test suite inside docker container html coverage report view test coverage test produce html output coverage report view contribute rdflib survive grow via user contribution please read contribute get start please consider lodge pull request also raise issue support contact general query please tag question rdflib exist question want contact rdflib maintainer please via rdflib dev mail list chat available via matrix
Semantic web;https://github.com/swirrl/table2qb;table2qb statistical link csv web create statistical link derive csv web annotation table rdf cube knowledge graph spreadsheet without advance program skill rdf knowledge simply prepare csv input accord template table2qb output standard compliant csvw rdf happy adjust configuration tailor uri pattern heart content turn table cub table2qb expect type csv table input observation tidy table statistic per row standard call _observation_ component another table define column describe observation standard call _component properties_ _dimensions_ _measures_ _attributes_ codelists set table enumerate describe value cell observation table standard call _codes_ group _codelists_ ons mid population reach estimate million single observation value million dimension date place respectively value mid single measure population estimate implicitly attribute unit people regional trade depth colour cod spreadsheet colour cod help illustrate type table come together describe cube input process pipeline output process version csv table along json metadata annotation describe translation rdf optionally also ask table2qb perform translation output rdf directly load graph database query sparql table2qb also rely fourth csv table configuration column describe observation table interpret component codelists column observation table configuration design multiple cub across collection year column without configure anew time encourage harmonisation alignment identifier ultimately table2qb provide foundation help collection interoperable statistical link open table2qb github release release currently late unzip main table2qb executable directory target table2qb add directory path environment variable full path system get help available command type table2qb help see available pipeline describe detail type table2qb list see require command structure pipeline cube pipeline type table2qb describe cube pipeline clojure cli clojure distribute clojure cli command line program clojure program table2qb clojure command first clojure cli create deps edn contain follow deps edn table2qb clojure table2qb detail clojure cli format deps edn find clojure compile table2qb table2qb write clojure recommend java late table2qb leiningen lein lein list alternatively uberjar lein uberjar jar target directory java jar target table2qb jar list table2qb see table2qb doc usage documentation generate rdf cub table2qb employment employment directory provide create cube scratch table2qb license copyright swirrl ltd distribute eclipse public license either version option late version acknowledgement development table2qb fund swirrl office national statistic european union horizon research innovation programme grant agreement project
Semantic web;https://github.com/anno4j/anno4j;anno4j library mainly provide programmatic access w3c web annotation formerly know w3c open annotation allow annotation write local remote sparql endpoint easy extensible java api allow creation query annotation even non expert api augment various support functionality increase usability w3c web annotation last iteration anno4j also develop able work generic metadata possible parse rdfs owl lite schema generate respective anno4j class fly via generation status master branch develop branch table content anno4j library feature document respective github anno4j feature follow extensible creation web open annotation base java annotation syntax see get predefined nearly rdf class conform w3c web annotation create annotate java pojos transform rdf automatically transmit local remote sparql endpoint sparql update functionality query annotation path base criterion see basic comparison like equal great low string comparison equal contain start end union different path type condition custom filter addition custom behaviour otherwise simple anno4j class partial support class see support input output different standardise rdf serialisation standard see rdf input parse rdfs owl lite schema automatically generate respective anno4j class see java schema validation annotation add anno4j class induce schema correctness indicate point creation see schema schema tool support generation call proxy class speed creation instance large deep schema status anno4j implement wadm specification current version anno4j support current w3c recommendation web annotation development guideline snapshot push development branch trigger snapshot version snapshot publicly available compile package package local repository participate create issue fork anno4j add feature add junit test create pull request anno4j develop 3rd party integration custom ldpath expression contribute custom ldpath test function thereby custom ldpath syntax follow class provide step create java class extend either selectorfunction class testfunction class class define actual syntax inject anno4j evaluation process step create java class actually evaluate newly provide ldpath expression class need flag evaluator java annotation evaluator annotation require class description mention first step besides evaluator implement either queryevaluator testevaluator interface inside prepare evaluate method actual sparql query generate apache jena framework contributor kai schlegel university passau andreas eisenkolb university passau emanuel berndl university passau thomas weigerber university passau matthias fisch university passau software partially develop within mico medium context european commission 7th framework programme grant agreement visit virtuelle verbund systeme und information technologien fur die touristische erschlieung von kulturellem erbe interreg osterreich bayern project ab78 license apache license version
Semantic web;https://github.com/paulhoule/infovore;overview infovore rdf process system hadoop process rdf set billion triple range beyond infovore originally design process old proprietary freebase dump rdf freebase come official rdf dump infovore gain ability clean purify dump make possible easy process freebase triple store virtuoso every week infovore amazon elastic map reduce order produce product know infovore depend framework package process command line argument project extend infovore project order process wikipedia usage information produce product call support cost several dollar per month process store connection work please join keep free infovore software require jdk mvn clean instal follow cantrip top level infovore directory initialize bash haruhi program infovore application package bakemono jar source haruhi target path information see documentation join discussion group
Semantic web;https://github.com/solid/solid-spec;solid specification draft join chat late version see changelog changelog publication status unofficial draft current development version next evolve document contain informal description guideline solid server client normative specification make time present document contain best approximation expect server client behavior table content overview overview identity identity profile profile webid profile document webid profile document authentication authentication primary authentication primary authentication webid webid alternative authentication mechanism alternative authentication mechanism secondary authentication account recovery secondary authentication account recovery authorization access control authorization access control web access control web access control content representation content representation read write resource read write resource http rest websockets api websockets api social web app protocol social web app protocol notification notification friend list follower follow friend list follower follow recommendation server recommendation server recommendation client app recommendation client app current current overview propose set convention tool decentralize application base link principle solid modular extensible rely much possible exist standard protocol see also contribute solid project standard platform solid project identity solid uris universal usernames actor identifier frequently refer simply webids uris form basis solid relate technology authentication authorization access control user profile discovery user preference server capability webids provide globally unique decentralize identifier enable cross service federate signin prevent service provider lock give user control identity webid uri primary function point location public webid profile document profile see webids profile solid webid profile document management user identity security credential public key user preference discovery although mostly refer context user profile type actor profile well group organization device software application webid profile document webid uri dereferenced yield webid profile document link format default often available json html rdfa parse document provide client application useful information user name profile image link user preference relate document list public key certificate relevant identity credential see component spec solid webid profile specification solid webid profile authentication authentication process determine user identity ask question know say web application typically authenticate user verify identity common method usernames password username uniquely identify user tie user profile password verify user say many application service also secondary authentication mechanism usually external email address account recovery case user forget lose primary authentication token username password solid currently webid primary authentication mechanism alternative complementary mechanism also actively investigate addition solid recommend server also offer secondary authentication available user account recovery via email band mechanism primary authentication solid decentralize web application platform set requirement authentication mechanism commonly encounter platform ecosystem specifically require cross domain centralize authentication mechanism tie particular identity provider certificate authority webid note several browser vendor chrome firefox remove support keygen element webid rely browser certificate generation solid webid primary authentication mechanism instead usernames webids unique identifier previously mention instead password bearer token cryptographic certificate store manage user web browser prove user identity access solid server webid user present web browser popup ask select appropriate security certificate site user make selection server securely match private key store browser public key store user webid profile document webid profile document authenticate see component spec solid webid specification authn webid webid oidc solid team currently implement support webid oidc another primary authentication mechanism base oauth2 openid connect protocol adapt webid base decentralize case see component spec webid oidc alternative authentication mechanism several authentication mechanism currently investigate combination traditional username password authentication webid delegation secondary authentication account recovery regardless primary authentication mechanism bearer token proof identity tend get lose user password forget browser certificate lose hardware failure solid recommend secondary account recovery mechanism provide server implementers aid scenario authorization access control authorization process decide whether user access particular resource authentication ask user authorization concern user allow solid currently web access control wac mechanism cross domain authorization resource web access control web access control decentralize system allow different user group various form access resource user group identify http uris system similar access control system within many system except document control user group identify uris user identify webids group user identify uri class user look return list user class mean webid host server member group host server user need account webid give server access document see component spec solid wac content representation solid deal read write kind resource link resource rdf form json turtle html rdfa etc everything else binary non link structure text solid application non link resource actual rdf base link provide considerable benefit term interoperability rest solid app ecosystem resource group directory like container currently conform ldp basic container see component spec solid content representation content representation read write resource http rest api solid extend link platform provide simple rest api crud operation resource container see component spec http rest api api rest websockets api solid also provide websockets base api pubsub publish subscribe mechanism client notify real time change affect give resource see component spec websockets api api websockets social web app protocol addition read write operation resource solid provide number spec recommendation help developer achieve interoperability various social web application part ecosystem notification see component spec link friend list follower follow api recommendation manage subscription friend list still discus tbd recommendation server see component spec recommendation server recommendation server recommendation client app see component spec recommendation client recommendation client user post note user post note current server see list solid server developer tool note solid team main server client app see main client library list apps solid
Semantic web;https://github.com/Wimmics/corese;software platform semantic web link corese software platform implement extend standard semantic web allow create manipulate parse serialize query reason validate rdf corese implement w3c standarts sparql1 query owl also implement extension like sttl sparql version corese corese library java library process rdf corese feature via api corese server tool easily create configure manage sparql endpoint corese gui graphical interface allow easy visual corese feature corese library documentation get start corese server corese server jar corese gui corese gui jar compilation source source compile contribution discussion support question comment idea improvement would like discus please discussion welcome everyone contribute issue suggest new feature create pull general information corese source corese server mail list corese user inria subscribe mail list corese user request inria subject subscribe
