Label;Repo;Text
Astrophisics;https://github.com/kboone/avocado;avocado photometric classification astronomical transient variable bias spectroscopic sample documentation avocado general photometric classification design produce classification arbitrary astronomical transient variable object design grind address problem bias spectroscopic sample generate many lightcurves object original spectroscopic sample variety redshift many different observe condition augment sample lightcurves generate much representative full datasets original spectroscopic sample original codebase avocado develop win kaggle plasticc describe algorithm implement package find also discussion available kaggle plasticc replicate late version avocado follow step documentation generate figure find avocado figure ipynb notebook carrick submit mnras avocado study optimize spectroscopic sample photometric classification supernova analysis find spcc augment method ipynb notebook installation usage instruction avocado find avocado readthedocs
Astrophisics;https://github.com/dipangwvu/SPEGID;single pulse event group identification spegid single pulse event group identification spegid algorithm identify astrophysical pulse candidate trial single pulse event group spegs first apply density base spatial cluster application noise dbscan ester trial single pulse event merge cluster fall within expect dispersion measure time span astrophysical pulse cord mclaughlin spegid also calculate peak score speg versus space identify expect peak like shape signal noise ratio versus curve astrophysical pulse additionally spegid group spegs appear consistent therefore likely emit source spegid periocity find verify underlie periodicity among group spegs astrophysical pulse candidate get start instruction get copy project local machine development test purpose prerequisite beam independent observation specific sky position single pulse search process presto single pulse search preprocessed follow mjd beam name beam namesinglepulses csv mjd beam name beam name inf txt provide test end get system little demo test spegid periodicity spegid output output spegid single pulse event group spegs list feature output periodicity list underlie periodicity find among spegs automatic classification spegs supervise machine please refer pang katerina goseva popstojanova thomas devine maura mclaughlin novel single pulse search approach detection disperse radio pulse cluster supervise machine monthly notice royal astronomical society volume issue november page spegid write spegid add author pang katerina goseva popstojanova maura mclaughlin thomas devine license project license mit license see license detail reference ester kriegel sander second international conference knowledge discovery mine cord mclaughlin astrophysical journal acknowledgment work partially support national science foundation award oia
Astrophisics;https://github.com/dfm/exopop;exoplanet population inference repository contain text exoplanet population inference abundance earth analog noisy incomplete catalog daniel foreman mackey david hogg timothy morton submit apj live directory latex source document meat probabilistic implement population set script generate figure look docstrings detail summary simulate generate synthetic catalog know occurrence rate density function main mcmc analysis either real simulate catalog analyze mcmc make figure thin chain publish form simulate catalog available online figshare attribution associate write specifically make please cite license copyright daniel foreman mackey repository make available term mit license detail see license
Astrophisics;https://github.com/rkiman/wdwarfdate;wdwarfdate wdwarfdate open source derive bayesian total age white dwarf effective temperature surface gravity wdwarfdate chain assume single star evolution estimate follow parameter uncertainty total age object mass cool age white dwarf mass lifetime progenitor star checkout documentation wdwarfdate installation wdwarfdate please source github follow line dependence wdwarfdate follow package need instal follow line usage get right let make estimate age couple white dwarf wdwarfdate first let define effective temperature surface gravity white dwarf cummings wdwarfdate first set object whitedwarf parameter want explicitly integrate prior likelihood perform normalization grid method parameter sample mass progenitor star cool age white dwarf parameter scatter initial final mass relation limit grid set automatically set manually step min max mass min log10 tcool max log10 tcool cool age parameter estimation wdwarfdate allow select want white dwarf initial final mass relation cool track non white dwarf parameter stellar evolutionary progenitor star rotation show also datatype option select unit age parameter estimation save astropy save object display table row teff logg give estimation median distribution difference median 16th percentile distribution difference 84th percentile median distribution follow parameter age main sequence age lifetime progenitor star cool age cool age white dwarf total age total age white dwarf sum main sequence cool age initial mass initial mass mean mass progenitor star final mass final mass mean mass white dwarf wdwarfdate set display plot true display grid plot parameter sample extra plot distribution parameter show first white dwarf select set save plot true plot save folder call unless another path indicate show white dwarf teff logg grid distribution explanation checkout citation wdwarfdate research please cite kiman ifmr cool stellar evolution decide see kiman documentation reference
Astrophisics;https://github.com/astro-informatics/ssht;ssht fast spin spherical harmonic transform doc img doc url conan img conan url pypi img pypi url codefactor img codefactor url doc img doc url conan img conan url pypi img pypi url codefactor img codefactor url cmake description ssht provide functionality perform fast exact spin spherical harmonic transform base sample theorem sphere derive ssht also interface backend spherical harmonic transform rotation installation package pyssht available instal package instal instal pip ssht compile also necessary instruction instal ssht matlab fortran version available documentation documentation available usage package also give package docstring reference ssht work publication please reference cite relate academic mcewen wiaux novel sample theorem ieee trans sig proc mcewen puy thiran vandergheynst van ville wiaux sparse image reconstruction sphere implication new sample ieee trans image proc license ssht release gpl license detail see author ssht initially write jason significant contributor since make number
Astrophisics;https://github.com/deepskies/deeplenstronomy;welcome deeplenstronomy deeplenstronomy tool simulate large datasets apply deep strong gravitational lensing work wrap functionality convenient yaml style interface allow user embrace astronomer part brain rather programmer part generate datasets installation conda recommend step set environment straightforwardly conda installation step pip lenstronomy step pip deeplenstronomy pip step pip deeplenstronomy get start start read get start familiarize deeplenstronomy style check notebook notebook deeplenstronomy utility create deeplenstronomy configuration generate visualize deeplenstronomy utilize astronomical define probability image simulate time series notebook apply deeplenstronomy machine analyse deeplenstronomy active deeplenstronomy classification notebook suggest science case walkthrough deeplenstronomy api documentation deeplenstronomy design user need work personal configuration generatation image visualization function however would like view full api documentation visit page citation deeplenstronomy work please include follow citation contact question error beta release deeplenstronomy please hesitate reach rob morgan robert dot morgan wisc edu also message delve lsstc deepskies lenstronomers slack workspace
Astrophisics;https://github.com/mtazzari/uvplot;uvplot simple package make nice plot deprojected interferometric visibility often call uvplots see uvplot also make export visibility measurementsets uvtables handy format fit uvplot standalone package available also inside nrao instal environment casa terminal uvplot make simple interest feature request encounter issue consider create write email mtazzari ast cam happy feedback check installation uvplot grow number publication find update list uvplot publication please cite zenodo software uvplot tazzari author marco tazzari title mtazzari uvplot month oct year publisher zenodo doi zenodo url license uvplot free software license lgplv3 license detail see license copyright marco tazzari contributor
Astrophisics;https://github.com/LucaJRossi/NIGO;nigo nigo numerical integrator galactic orbit repository contain source cod nigo bash script verify correct behaviout basilar matlab script visualize output first release nigo see document nigo manual pdf installation guideline reference user find comprehensive description find luca rossi
Astrophisics;https://github.com/fermi-lat/Fermitools-conda;fermitools conda recipe fermitools product fermi lat collaboration repository contain necessary fermitools via conda general overview conda get start fermitools package quick possible follow instruction information content directory fermitools conda distribution general please see fermitools wiki
Astrophisics;https://github.com/sxs-collaboration/spectre;distribute mit license see license txt detail coverage spectre spectre open source multi scale multi physic problem astrophysics gravitational physic future hope apply problem across discipline boundary fluid dynamic geoscience plasma physic nuclear physic engineer petascale design future exascale computer spectre develop support collaborative simulate extreme spacetimes sxs research program multi messenger astrophysics neutron star merger core collapse supernova gamma ray burst cite spectre please cite spectre publication make cite late version publication doi version doi cite bibtex entry publication aid reproducibility scientific spectre recommend keep track version report information publication also recommend supply yaml input appropriate additional write compile spectre executables supplemental material publication see publication information view documentation documentation view
